decay,time
1580, 1738099181
40006, 1738099181
40009, 1738099182
40010, 1738099183
40005, 1738099184
40007, 1738099185
40002, 1738099186
40007, 1738099187
40007, 1738099188
40009, 1738099189
40005, 1738099190
40002, 1738099191
40004, 1738099192
40006, 1738099193
40004, 1738099194
40003, 1738099195
40006, 1738099196
40005, 1738099197
40008, 1738099198
40003, 1738099199
40004, 1738099200
40009, 1738099201
40006, 1738099202
40005, 1738099203
40005, 1738099204
40009, 1738099205
40005, 1738099206
40006, 1738099207
40003, 1738099208
40001, 1738099209
40007, 1738099210
40007, 1738099211
40006, 1738099212
40003, 1738099213
40003, 1738099214
40005, 1738099215
40005, 1738099216
40007, 1738099217
40006, 1738099218
40005, 1738099219
40006, 1738099220
40004, 1738099221
40002, 1738099222
40004, 1738099223
40007, 1738099224
40007, 1738099225
40007, 1738099226
40003, 1738099227
40006, 1738099228
40007, 1738099229
40008, 1738099230
40004, 1738099231
40005, 1738099232
40004, 1738099233
40006, 1738099234
40004, 1738099235
40009, 1738099236
40002, 1738099237
40003, 1738099238
40004, 1738099239
40010, 1738099240
40006, 1738099241
40003, 1738099242
15660, 1738099243
40002, 1738099243
40006, 1738099244
40008, 1738099246
40006, 1738099247
40007, 1738099248
40009, 1738099249
40004, 1738099250
40004, 1738099251
40009, 1738099252
40006, 1738099253
40004, 1738099254
40007, 1738099255
40009, 1738099256
40006, 1738099257
40011, 1738099258
40007, 1738099259
40008, 1738099260
40001, 1738099261
40006, 1738099262
40003, 1738099263
40005, 1738099264
40008, 1738099265
40006, 1738099266
40004, 1738099267
40007, 1738099268
40008, 1738099269
40003, 1738099270
40003, 1738099271
40005, 1738099272
840, 1738099272
40005, 1738099273
40006, 1738099274
40005, 1738099275
40007, 1738099276
40003, 1738099277
40006, 1738099278
40008, 1738099279
40003, 1738099280
40004, 1738099281
40008, 1738099282
40002, 1738099283
40004, 1738099284
40006, 1738099285
40005, 1738099286
40010, 1738099287
40004, 1738099288
40002, 1738099289
40004, 1738099290
500, 1738099291
40005, 1738099291
40005, 1738099292
40005, 1738099293
40007, 1738099294
40007, 1738099295
40009, 1738099296
40005, 1738099297
40003, 1738099298
40003, 1738099299
40011, 1738099300
40004, 1738099301
40004, 1738099302
5360, 1738099302
40007, 1738099303
40004, 1738099304
40007, 1738099305
40008, 1738099306
40007, 1738099307
40004, 1738099308
40004, 1738099309
40006, 1738099310
40007, 1738099311
40008, 1738099312
40004, 1738099313
40006, 1738099314
40007, 1738099315
40007, 1738099316
40007, 1738099317
40010, 1738099318
40004, 1738099319
40003, 1738099320
40007, 1738099321
40006, 1738099322
40007, 1738099323
40004, 1738099324
40004, 1738099325
40004, 1738099326
40010, 1738099327
40012, 1738099328
40003, 1738099329
40007, 1738099330
40002, 1738099331
40003, 1738099332
40006, 1738099333
40002, 1738099334
40003, 1738099335
40007, 1738099336
40006, 1738099337
40005, 1738099338
40004, 1738099339
40007, 1738099340
40005, 1738099341
40007, 1738099342
40006, 1738099343
40004, 1738099344
40011, 1738099345
40005, 1738099346
40006, 1738099347
40007, 1738099348
40010, 1738099349
40010, 1738099350
40006, 1738099351
40004, 1738099352
40005, 1738099353
40010, 1738099354
40010, 1738099355
40008, 1738099356
40010, 1738099357
40008, 1738099358
40004, 1738099359
40007, 1738099360
40003, 1738099361
40008, 1738099362
40005, 1738099363
40005, 1738099364
40007, 1738099365
40002, 1738099366
40005, 1738099367
40001, 1738099368
40008, 1738099370
40007, 1738099371
40005, 1738099372
40004, 1738099373
40006, 1738099374
40008, 1738099375
40004, 1738099376
40005, 1738099377
40006, 1738099378
40005, 1738099379
40006, 1738099380
40005, 1738099381
40008, 1738099382
40003, 1738099383
40006, 1738099384
40005, 1738099385
40003, 1738099386
40006, 1738099387
40002, 1738099388
40003, 1738099389
40004, 1738099390
40007, 1738099391
40006, 1738099392
40002, 1738099393
40004, 1738099394
40005, 1738099395
40007, 1738099396
40008, 1738099397
40007, 1738099398
40008, 1738099399
40005, 1738099400
40007, 1738099401
40009, 1738099402
40008, 1738099403
40003, 1738099404
40004, 1738099405
40006, 1738099406
40009, 1738099407
40004, 1738099408
40005, 1738099409
40007, 1738099410
40006, 1738099411
40008, 1738099412
40007, 1738099413
520, 1738099413
40005, 1738099414
40007, 1738099415
40004, 1738099416
40003, 1738099417
40005, 1738099418
40012, 1738099419
40006, 1738099420
40008, 1738099421
40005, 1738099422
40003, 1738099423
40005, 1738099424
40010, 1738099425
40005, 1738099426
40002, 1738099427
40009, 1738099428
40005, 1738099429
40004, 1738099430
40009, 1738099431
40002, 1738099432
40006, 1738099433
40006, 1738099434
40007, 1738099435
40008, 1738099436
40006, 1738099437
1760, 1738099437
40004, 1738099438
40006, 1738099439
40006, 1738099440
3660, 1738099440
40005, 1738099441
40008, 1738099442
40006, 1738099443
40008, 1738099444
40004, 1738099445
40004, 1738099446
40007, 1738099447
40004, 1738099448
40005, 1738099449
40002, 1738099450
40007, 1738099451
40005, 1738099452
40005, 1738099453
40004, 1738099454
40005, 1738099455
40005, 1738099456
40006, 1738099457
40003, 1738099458
40003, 1738099459
40007, 1738099460
40007, 1738099461
40004, 1738099462
40005, 1738099463
40006, 1738099464
40007, 1738099465
40007, 1738099466
40009, 1738099467
40008, 1738099468
40011, 1738099469
40007, 1738099470
40006, 1738099471
40005, 1738099472
40006, 1738099473
40006, 1738099474
40003, 1738099475
40007, 1738099476
40007, 1738099477
40004, 1738099478
40006, 1738099479
40003, 1738099480
40007, 1738099481
40002, 1738099482
40009, 1738099483
40004, 1738099484
40010, 1738099485
40004, 1738099486
40004, 1738099487
40003, 1738099488
40003, 1738099489
40006, 1738099490
40003, 1738099491
40008, 1738099492
40008, 1738099493
40006, 1738099495
40005, 1738099496
40005, 1738099497
40008, 1738099498
40005, 1738099499
40005, 1738099500
40004, 1738099501
40005, 1738099502
40005, 1738099503
40008, 1738099504
40004, 1738099505
40006, 1738099506
40004, 1738099507
40004, 1738099508
40004, 1738099509
40003, 1738099510
40004, 1738099511
40006, 1738099512
40008, 1738099513
40003, 1738099514
40006, 1738099515
240, 1738099515
40010, 1738099516
40006, 1738099517
40004, 1738099518
40004, 1738099519
40008, 1738099520
40008, 1738099521
3040, 1738099522
40009, 1738099522
40003, 1738099523
40002, 1738099524
40001, 1738099525
40005, 1738099526
40004, 1738099527
40012, 1738099528
40004, 1738099529
40008, 1738099530
40009, 1738099531
40007, 1738099532
40003, 1738099533
40003, 1738099534
40004, 1738099535
40003, 1738099536
40003, 1738099537
40007, 1738099538
40002, 1738099539
40009, 1738099540
40006, 1738099541
40007, 1738099542
40003, 1738099543
40005, 1738099544
40006, 1738099545
40010, 1738099546
40006, 1738099547
40006, 1738099548
40007, 1738099549
40012, 1738099550
40007, 1738099551
40002, 1738099552
40006, 1738099553
40006, 1738099554
40011, 1738099555
920, 1738099556
40008, 1738099556
40009, 1738099557
40004, 1738099558
40008, 1738099559
40005, 1738099560
40003, 1738099561
40007, 1738099562
40004, 1738099563
40010, 1738099564
40007, 1738099565
40007, 1738099566
40006, 1738099567
40006, 1738099568
40009, 1738099569
40009, 1738099570
40005, 1738099571
40008, 1738099572
40005, 1738099573
40007, 1738099574
40006, 1738099575
40005, 1738099576
40009, 1738099577
40006, 1738099578
2820, 1738099578
40004, 1738099579
40006, 1738099580
40009, 1738099581
40009, 1738099582
40006, 1738099583
40006, 1738099584
40007, 1738099585
40004, 1738099586
40003, 1738099587
40006, 1738099588
40007, 1738099589
40005, 1738099590
40004, 1738099591
4600, 1738099592
40007, 1738099592
40001, 1738099593
40006, 1738099594
40003, 1738099595
40004, 1738099596
40005, 1738099597
40006, 1738099598
40007, 1738099599
40008, 1738099600
40004, 1738099601
40007, 1738099602
40010, 1738099603
40004, 1738099604
40005, 1738099605
40006, 1738099606
40003, 1738099607
40003, 1738099608
40007, 1738099609
40009, 1738099610
40003, 1738099611
40002, 1738099612
40004, 1738099613
40004, 1738099614
40007, 1738099615
40006, 1738099616
40009, 1738099617
40002, 1738099618
40013, 1738099620
40005, 1738099621
40005, 1738099622
40002, 1738099623
40010, 1738099624
40006, 1738099625
40004, 1738099626
40010, 1738099627
40006, 1738099628
40007, 1738099629
40007, 1738099630
40008, 1738099631
40011, 1738099632
40004, 1738099633
40006, 1738099634
40007, 1738099635
40007, 1738099636
40009, 1738099637
40008, 1738099638
40004, 1738099639
40006, 1738099640
40006, 1738099641
40004, 1738099642
40005, 1738099643
40007, 1738099644
40009, 1738099645
40011, 1738099646
40006, 1738099647
40008, 1738099648
40006, 1738099649
40005, 1738099650
40003, 1738099651
40010, 1738099652
40007, 1738099653
40005, 1738099654
40007, 1738099655
40001, 1738099656
40006, 1738099657
40007, 1738099658
40008, 1738099659
40003, 1738099660
40005, 1738099661
40012, 1738099662
40004, 1738099663
40008, 1738099664
40009, 1738099665
40006, 1738099666
40010, 1738099667
40006, 1738099668
40007, 1738099669
40008, 1738099670
40007, 1738099671
40010, 1738099672
40005, 1738099673
40005, 1738099674
40005, 1738099675
40010, 1738099676
40002, 1738099677
40004, 1738099678
40011, 1738099679
40002, 1738099680
40001, 1738099681
40006, 1738099682
40005, 1738099683
40004, 1738099684
40005, 1738099685
40007, 1738099686
40005, 1738099687
40006, 1738099688
40005, 1738099689
40005, 1738099690
40006, 1738099691
40005, 1738099692
40011, 1738099693
40004, 1738099694
40007, 1738099695
40005, 1738099696
40006, 1738099697
40005, 1738099698
40007, 1738099699
40007, 1738099700
40002, 1738099701
40005, 1738099702
40003, 1738099703
40006, 1738099704
40010, 1738099705
40007, 1738099706
40006, 1738099707
40002, 1738099708
40006, 1738099709
40006, 1738099710
40007, 1738099711
40009, 1738099712
40005, 1738099713
40004, 1738099714
40003, 1738099715
40006, 1738099716
40007, 1738099717
40002, 1738099718
40007, 1738099719
40012, 1738099720
40002, 1738099721
40000, 1738099722
40004, 1738099723
40008, 1738099724
40009, 1738099725
40003, 1738099726
40007, 1738099727
40005, 1738099728
40007, 1738099729
40006, 1738099730
40006, 1738099731
40003, 1738099732
40009, 1738099733
40003, 1738099734
40006, 1738099735
40003, 1738099736
40007, 1738099737
40007, 1738099738
40002, 1738099739
40003, 1738099741
40005, 1738099742
40013, 1738099743
40010, 1738099744
40003, 1738099745
40005, 1738099746
40004, 1738099747
40006, 1738099748
40011, 1738099749
40007, 1738099750
40003, 1738099751
40005, 1738099752
40006, 1738099753
40008, 1738099754
40005, 1738099755
40013, 1738099756
40008, 1738099757
40002, 1738099758
40005, 1738099759
40006, 1738099760
40004, 1738099761
40006, 1738099762
40011, 1738099763
40009, 1738099764
40007, 1738099765
40005, 1738099766
40005, 1738099767
40004, 1738099768
40009, 1738099769
2180, 1738099769
40007, 1738099770
40004, 1738099771
40005, 1738099772
40004, 1738099773
40004, 1738099774
40005, 1738099775
40003, 1738099776
40003, 1738099777
40004, 1738099778
40006, 1738099779
40007, 1738099780
40008, 1738099781
40005, 1738099782
40010, 1738099783
40003, 1738099784
40008, 1738099785
40007, 1738099786
40006, 1738099787
40005, 1738099788
40005, 1738099789
40005, 1738099790
40004, 1738099791
40001, 1738099792
40004, 1738099793
40007, 1738099794
40005, 1738099795
40006, 1738099796
40006, 1738099797
40003, 1738099798
40004, 1738099799
40001, 1738099800
40005, 1738099801
40009, 1738099802
40006, 1738099803
40004, 1738099804
40008, 1738099805
40005, 1738099806
40009, 1738099807
40008, 1738099808
40007, 1738099809
40005, 1738099810
40007, 1738099811
40003, 1738099812
40003, 1738099813
40007, 1738099814
40008, 1738099815
40004, 1738099816
40004, 1738099817
40005, 1738099818
40006, 1738099819
40007, 1738099820
40005, 1738099821
40003, 1738099822
40008, 1738099823
40005, 1738099824
40008, 1738099825
40003, 1738099826
520, 1738099827
40003, 1738099827
40007, 1738099828
40006, 1738099829
40006, 1738099830
40005, 1738099831
40008, 1738099832
40005, 1738099833
40004, 1738099834
40005, 1738099835
40006, 1738099836
40006, 1738099837
40003, 1738099838
40004, 1738099839
40010, 1738099840
40011, 1738099841
40010, 1738099842
40006, 1738099843
40006, 1738099844
40005, 1738099845
40003, 1738099846
40004, 1738099847
40002, 1738099848
40008, 1738099849
40003, 1738099850
40006, 1738099851
40006, 1738099852
40005, 1738099853
40007, 1738099854
40003, 1738099855
40005, 1738099856
40004, 1738099857
40008, 1738099858
40003, 1738099859
40006, 1738099860
40005, 1738099861
40005, 1738099862
40004, 1738099863
40008, 1738099864
40008, 1738099865
40005, 1738099866
40002, 1738099867
3420, 1738099868
40007, 1738099868
40004, 1738099869
40004, 1738099870
40006, 1738099871
40003, 1738099873
40009, 1738099874
40004, 1738099875
40007, 1738099876
40007, 1738099877
40004, 1738099878
40009, 1738099879
40006, 1738099880
40008, 1738099881
40007, 1738099882
40003, 1738099883
40007, 1738099884
40008, 1738099885
40005, 1738099886
40007, 1738099887
40008, 1738099888
40006, 1738099889
40005, 1738099890
40011, 1738099891
40002, 1738099892
40008, 1738099893
40007, 1738099894
40011, 1738099895
40006, 1738099896
40004, 1738099897
40002, 1738099898
40006, 1738099899
40005, 1738099900
40012, 1738099901
40005, 1738099902
40006, 1738099903
40010, 1738099904
40006, 1738099905
40008, 1738099906
40003, 1738099907
40005, 1738099908
40008, 1738099909
40005, 1738099910
40005, 1738099911
40005, 1738099912
40001, 1738099913
40006, 1738099914
40005, 1738099915
40008, 1738099916
40008, 1738099917
40003, 1738099918
40005, 1738099919
40004, 1738099920
40003, 1738099921
40009, 1738099922
40006, 1738099923
40007, 1738099924
40004, 1738099925
40003, 1738099926
40003, 1738099927
40003, 1738099928
40007, 1738099929
40005, 1738099930
40006, 1738099931
40009, 1738099932
40010, 1738099933
40005, 1738099934
40008, 1738099935
40011, 1738099936
40003, 1738099937
40006, 1738099938
40004, 1738099939
40005, 1738099940
40007, 1738099941
40008, 1738099942
660, 1738099943
40005, 1738099943
40007, 1738099944
40005, 1738099945
40002, 1738099946
40004, 1738099947
40005, 1738099948
40009, 1738099949
40005, 1738099950
40003, 1738099951
40003, 1738099952
40004, 1738099953
40008, 1738099954
40007, 1738099955
40005, 1738099956
40009, 1738099957
40007, 1738099958
40007, 1738099959
40003, 1738099960
40007, 1738099961
40007, 1738099962
40006, 1738099963
40004, 1738099964
40009, 1738099965
40005, 1738099966
40005, 1738099967
40009, 1738099968
40008, 1738099969
40003, 1738099970
9220, 1738099970
40003, 1738099971
40006, 1738099972
40007, 1738099973
40002, 1738099974
40010, 1738099975
40003, 1738099976
40005, 1738099977
40006, 1738099978
40003, 1738099979
40009, 1738099980
40007, 1738099981
40006, 1738099982
40005, 1738099983
40008, 1738099984
40009, 1738099985
40006, 1738099986
40005, 1738099987
40007, 1738099988
40006, 1738099989
1000, 1738099990
40006, 1738099990
40005, 1738099991
40007, 1738099992
40008, 1738099993
40007, 1738099994
40006, 1738099995
1500, 1738099996
40008, 1738099996
40007, 1738099998
40007, 1738099999
40007, 1738100000
40004, 1738100001
40008, 1738100002
40006, 1738100003
40004, 1738100004
40013, 1738100005
40003, 1738100006
40008, 1738100007
40007, 1738100008
40004, 1738100009
40002, 1738100010
40003, 1738100011
40007, 1738100012
40006, 1738100013
40006, 1738100014
40004, 1738100015
40005, 1738100016
40007, 1738100017
40002, 1738100018
40008, 1738100019
40006, 1738100020
40003, 1738100021
40006, 1738100022
40004, 1738100023
40007, 1738100024
40005, 1738100025
40003, 1738100026
40005, 1738100027
40003, 1738100028
40008, 1738100029
40003, 1738100030
40004, 1738100031
40012, 1738100032
40003, 1738100033
40007, 1738100034
40007, 1738100035
40008, 1738100036
40008, 1738100037
40008, 1738100038
40005, 1738100039
40006, 1738100040
40005, 1738100041
40004, 1738100042
40006, 1738100043
40006, 1738100044
40007, 1738100045
40011, 1738100046
40008, 1738100047
40008, 1738100048
40007, 1738100049
40005, 1738100050
40004, 1738100051
40005, 1738100052
40008, 1738100053
40006, 1738100054
40007, 1738100055
40004, 1738100056
40007, 1738100057
3820, 1738100057
40007, 1738100058
40005, 1738100059
280, 1738100060
40003, 1738100060
40003, 1738100061
40007, 1738100062
40007, 1738100063
40003, 1738100064
40006, 1738100065
40003, 1738100066
40007, 1738100067
40002, 1738100068
40006, 1738100069
40007, 1738100070
40006, 1738100071
40004, 1738100072
40004, 1738100073
40005, 1738100074
40009, 1738100075
40006, 1738100076
40006, 1738100077
40006, 1738100078
40005, 1738100079
40008, 1738100080
40006, 1738100081
40009, 1738100082
40006, 1738100083
40003, 1738100084
40003, 1738100085
40009, 1738100086
40004, 1738100087
40004, 1738100088
40009, 1738100089
40006, 1738100090
40009, 1738100091
40006, 1738100092
40006, 1738100093
40004, 1738100094
40002, 1738100096
40004, 1738100097
40003, 1738100098
40005, 1738100099
40006, 1738100100
40002, 1738100101
40004, 1738100102
40008, 1738100103
40006, 1738100104
40009, 1738100105
40012, 1738100106
40002, 1738100107
40005, 1738100108
40001, 1738100109
40001, 1738100110
40004, 1738100111
40012, 1738100112
1540, 1738100112
40007, 1738100113
40010, 1738100114
40005, 1738100115
40008, 1738100116
40006, 1738100117
40006, 1738100118
40006, 1738100119
40004, 1738100120
40004, 1738100121
40007, 1738100122
40005, 1738100123
40002, 1738100124
40006, 1738100125
40005, 1738100126
40009, 1738100127
40009, 1738100128
40007, 1738100129
40009, 1738100130
40009, 1738100131
40006, 1738100132
40006, 1738100133
40001, 1738100134
40002, 1738100135
40007, 1738100136
40006, 1738100137
40008, 1738100138
40008, 1738100139
80, 1738100139
40008, 1738100140
40009, 1738100141
40008, 1738100142
40005, 1738100143
40006, 1738100144
40007, 1738100145
40004, 1738100146
40004, 1738100147
40011, 1738100148
40005, 1738100149
40004, 1738100150
40002, 1738100151
40005, 1738100152
40004, 1738100153
40003, 1738100154
40004, 1738100155
40009, 1738100156
40007, 1738100157
40008, 1738100158
40013, 1738100159
40004, 1738100160
40009, 1738100161
40004, 1738100162
40004, 1738100163
40006, 1738100164
40010, 1738100165
40003, 1738100166
40003, 1738100167
40008, 1738100168
40001, 1738100169
40011, 1738100170
40007, 1738100171
40009, 1738100172
40008, 1738100173
40004, 1738100174
40004, 1738100175
40009, 1738100176
40003, 1738100177
40005, 1738100178
40004, 1738100179
40003, 1738100180
40007, 1738100181
40011, 1738100182
40004, 1738100183
40006, 1738100184
40008, 1738100185
40006, 1738100186
40006, 1738100187
40007, 1738100188
40006, 1738100189
40005, 1738100190
40006, 1738100191
40008, 1738100192
40004, 1738100193
40005, 1738100194
40006, 1738100195
40007, 1738100196
40005, 1738100197
40007, 1738100198
40004, 1738100199
40006, 1738100201
40009, 1738100202
40004, 1738100203
40009, 1738100204
40010, 1738100205
40005, 1738100206
40007, 1738100207
40001, 1738100208
40005, 1738100209
40007, 1738100210
40008, 1738100211
40010, 1738100212
40004, 1738100213
40004, 1738100214
40007, 1738100215
40004, 1738100216
40008, 1738100217
40012, 1738100218
40005, 1738100219
40003, 1738100220
40002, 1738100221
40003, 1738100222
40003, 1738100223
40004, 1738100224
40007, 1738100225
40007, 1738100226
40009, 1738100227
40009, 1738100228
40009, 1738100229
40004, 1738100230
40005, 1738100231
1640, 1738100231
40007, 1738100232
40007, 1738100233
40005, 1738100234
40005, 1738100235
40006, 1738100236
40007, 1738100237
40010, 1738100238
40007, 1738100239
40004, 1738100240
40002, 1738100241
40005, 1738100242
40004, 1738100243
40004, 1738100244
40005, 1738100245
40005, 1738100246
40005, 1738100247
40008, 1738100248
40006, 1738100249
40002, 1738100250
40006, 1738100251
40007, 1738100252
40007, 1738100253
40006, 1738100254
40003, 1738100255
40004, 1738100256
40005, 1738100257
220, 1738100258
40008, 1738100258
40004, 1738100259
40009, 1738100260
40006, 1738100261
40002, 1738100262
40004, 1738100263
40005, 1738100264
40004, 1738100265
40007, 1738100266
40009, 1738100267
40006, 1738100268
40009, 1738100269
40006, 1738100270
40008, 1738100271
40007, 1738100272
7980, 1738100273
40011, 1738100273
7240, 1738100273
40006, 1738100274
40003, 1738100275
40008, 1738100276
40008, 1738100277
40009, 1738100278
40005, 1738100279
40007, 1738100280
40002, 1738100281
40007, 1738100282
40006, 1738100283
40008, 1738100284
40007, 1738100285
40005, 1738100286
40004, 1738100287
40006, 1738100288
40007, 1738100289
40008, 1738100290
40006, 1738100291
40003, 1738100292
40006, 1738100293
40005, 1738100294
40007, 1738100295
40009, 1738100296
40016, 1738100297
40005, 1738100298
40007, 1738100299
40006, 1738100300
40005, 1738100301
40003, 1738100302
40004, 1738100303
40004, 1738100304
40006, 1738100305
40009, 1738100306
40006, 1738100308
40004, 1738100309
40007, 1738100310
40007, 1738100311
40005, 1738100312
40007, 1738100313
40012, 1738100314
40009, 1738100315
40006, 1738100316
40008, 1738100317
40002, 1738100318
40005, 1738100319
40006, 1738100320
40006, 1738100321
40009, 1738100322
40004, 1738100323
40002, 1738100324
40008, 1738100325
40008, 1738100326
40011, 1738100327
40007, 1738100328
40007, 1738100329
40006, 1738100330
40008, 1738100331
680, 1738100331
40009, 1738100332
40002, 1738100333
40006, 1738100334
40006, 1738100335
40005, 1738100336
40005, 1738100337
580, 1738100337
40007, 1738100338
40004, 1738100339
40008, 1738100340
40002, 1738100341
40008, 1738100342
40003, 1738100343
40006, 1738100344
40005, 1738100345
40007, 1738100346
40004, 1738100347
40005, 1738100348
40009, 1738100349
40003, 1738100350
40005, 1738100351
40011, 1738100352
40003, 1738100353
40001, 1738100354
40007, 1738100355
40007, 1738100356
40010, 1738100357
40005, 1738100358
40004, 1738100359
40005, 1738100360
40006, 1738100361
40005, 1738100362
40004, 1738100363
40004, 1738100364
40008, 1738100365
40007, 1738100366
40002, 1738100367
40010, 1738100368
40005, 1738100369
40003, 1738100370
300, 1738100370
40005, 1738100371
40007, 1738100372
40006, 1738100373
40007, 1738100374
40004, 1738100375
40004, 1738100376
40006, 1738100377
40005, 1738100378
40005, 1738100379
40006, 1738100380
40008, 1738100381
40016, 1738100382
40003, 1738100383
40004, 1738100384
40004, 1738100385
40004, 1738100386
40005, 1738100387
40004, 1738100388
4980, 1738100388
40009, 1738100389
40007, 1738100390
40005, 1738100391
40001, 1738100392
40010, 1738100393
40004, 1738100394
40005, 1738100395
40007, 1738100396
40008, 1738100397
40011, 1738100398
40003, 1738100399
40008, 1738100400
40007, 1738100401
40006, 1738100402
40007, 1738100403
40006, 1738100404
40009, 1738100405
40006, 1738100406
40007, 1738100407
40004, 1738100408
40009, 1738100409
40005, 1738100410
40004, 1738100411
40007, 1738100412
40002, 1738100413
40003, 1738100414
40007, 1738100415
40007, 1738100416
40008, 1738100417
40003, 1738100419
40006, 1738100420
40003, 1738100421
40005, 1738100422
40008, 1738100423
40006, 1738100424
40003, 1738100425
40003, 1738100426
40008, 1738100427
40005, 1738100428
40008, 1738100429
40005, 1738100430
40007, 1738100431
40012, 1738100432
40008, 1738100433
40006, 1738100434
40007, 1738100435
40006, 1738100436
40007, 1738100437
40008, 1738100438
40007, 1738100439
40008, 1738100440
40005, 1738100441
40005, 1738100442
40016, 1738100443
40005, 1738100444
40007, 1738100445
40004, 1738100446
40006, 1738100447
40009, 1738100448
40011, 1738100449
40009, 1738100450
40009, 1738100451
40006, 1738100452
40014, 1738100453
40006, 1738100454
40003, 1738100455
40010, 1738100456
40003, 1738100457
40003, 1738100458
40007, 1738100459
40004, 1738100460
40007, 1738100461
40001, 1738100462
40011, 1738100463
40008, 1738100464
40008, 1738100465
40003, 1738100466
40007, 1738100467
40005, 1738100468
40006, 1738100469
40006, 1738100470
40010, 1738100471
40003, 1738100472
40005, 1738100473
40009, 1738100474
40006, 1738100475
40011, 1738100476
40005, 1738100477
40006, 1738100478
40008, 1738100479
40005, 1738100480
40001, 1738100481
40001, 1738100482
40005, 1738100483
40007, 1738100484
40006, 1738100485
40006, 1738100486
40005, 1738100487
40008, 1738100488
40007, 1738100489
40008, 1738100490
40003, 1738100491
40006, 1738100492
40004, 1738100493
40007, 1738100494
40008, 1738100495
40003, 1738100496
40006, 1738100497
40003, 1738100498
40011, 1738100499
40009, 1738100500
40006, 1738100501
40005, 1738100502
40006, 1738100503
40006, 1738100504
40006, 1738100505
40004, 1738100506
40009, 1738100507
40008, 1738100508
40004, 1738100509
40006, 1738100510
40005, 1738100511
40009, 1738100512
40003, 1738100513
40006, 1738100514
40005, 1738100515
40009, 1738100516
40003, 1738100517
40006, 1738100518
40008, 1738100519
40008, 1738100520
40011, 1738100522
40003, 1738100523
40010, 1738100524
40005, 1738100525
4540, 1738100526
