decay,time
860, 1737671276
7060, 1737671277
4180, 1737671277
40016, 1737671277
3720, 1737671278
1560, 1737671278
4460, 1737671278
320, 1737671278
3480, 1737671278
4080, 1737671278
4800, 1737671278
7420, 1737671278
1760, 1737671278
40014, 1737671278
1220, 1737671279
680, 1737671279
40016, 1737671279
1220, 1737671280
80, 1737671280
2100, 1737671280
40016, 1737671281
5380, 1737671281
260, 1737671281
2280, 1737671281
1820, 1737671281
40016, 1737671282
700, 1737671282
7000, 1737671282
40016, 1737671283
780, 1737671283
640, 1737671283
1120, 1737671283
1260, 1737671283
12420, 1737671283
40015, 1737671284
720, 1737671284
1500, 1737671284
1360, 1737671284
3080, 1737671284
40015, 1737671285
40, 1737671285
2920, 1737671285
6240, 1737671285
40016, 1737671286
5600, 1737671286
19120, 1737671286
1180, 1737671286
4240, 1737671286
2680, 1737671286
1520, 1737671286
40016, 1737671287
2000, 1737671287
1140, 1737671287
620, 1737671287
1020, 1737671287
6700, 1737671287
40015, 1737671288
920, 1737671288
420, 1737671288
2560, 1737671288
160, 1737671288
2340, 1737671289
40016, 1737671289
1000, 1737671289
200, 1737671289
2300, 1737671289
6400, 1737671289
3000, 1737671290
40016, 1737671290
100, 1737671290
6340, 1737671290
40016, 1737671291
200, 1737671291
1320, 1737671291
1500, 1737671291
180, 1737671291
40015, 1737671292
3240, 1737671292
1520, 1737671292
40016, 1737671293
5000, 1737671293
480, 1737671293
1320, 1737671294
40017, 1737671294
60, 1737671294
300, 1737671294
1820, 1737671294
2360, 1737671294
60, 1737671294
40015, 1737671295
4140, 1737671295
1600, 1737671295
2920, 1737671295
40016, 1737671296
3040, 1737671296
1240, 1737671296
7820, 1737671296
700, 1737671296
3000, 1737671297
40016, 1737671297
2060, 1737671297
1300, 1737671297
260, 1737671297
3300, 1737671297
40016, 1737671298
5920, 1737671298
560, 1737671298
720, 1737671299
1100, 1737671299
40016, 1737671299
880, 1737671299
760, 1737671299
2500, 1737671299
1820, 1737671299
160, 1737671299
780, 1737671299
40015, 1737671300
1720, 1737671300
1700, 1737671300
660, 1737671301
1720, 1737671301
40015, 1737671301
6400, 1737671301
1600, 1737671301
3520, 1737671302
440, 1737671302
40016, 1737671302
1640, 1737671302
2780, 1737671302
4000, 1737671302
40015, 1737671303
1200, 1737671303
940, 1737671303
3720, 1737671303
4760, 1737671303
20, 1737671304
40016, 1737671304
1060, 1737671304
12260, 1737671304
700, 1737671304
40016, 1737671305
400, 1737671305
940, 1737671305
1240, 1737671305
5640, 1737671306
40016, 1737671306
2120, 1737671306
920, 1737671306
280, 1737671306
2240, 1737671306
2480, 1737671306
40016, 1737671307
1340, 1737671307
2860, 1737671307
5640, 1737671307
40015, 1737671308
2660, 1737671308
920, 1737671308
720, 1737671308
1240, 1737671308
1140, 1737671309
40016, 1737671309
6160, 1737671309
1200, 1737671309
2740, 1737671309
20, 1737671309
40016, 1737671310
1320, 1737671310
1080, 1737671310
1380, 1737671310
40015, 1737671311
4960, 1737671311
2180, 1737671311
1140, 1737671312
3760, 1737671312
40016, 1737671312
8740, 1737671312
2340, 1737671312
440, 1737671312
2200, 1737671312
860, 1737671313
20, 1737671313
40016, 1737671313
620, 1737671313
4660, 1737671313
1360, 1737671313
3320, 1737671314
1340, 1737671314
40016, 1737671314
2580, 1737671314
680, 1737671314
480, 1737671314
1060, 1737671314
80, 1737671314
1680, 1737671315
40015, 1737671315
900, 1737671315
280, 1737671315
820, 1737671315
360, 1737671316
40015, 1737671316
800, 1737671316
5480, 1737671316
1280, 1737671317
40017, 1737671317
100, 1737671317
1960, 1737671317
2680, 1737671317
220, 1737671317
4540, 1737671317
1440, 1737671318
40015, 1737671318
1820, 1737671318
200, 1737671318
5500, 1737671318
880, 1737671318
1200, 1737671318
540, 1737671319
40016, 1737671319
1400, 1737671319
4140, 1737671319
0, 1737671319
40, 1737671320
40016, 1737671320
1100, 1737671320
2240, 1737671320
19040, 1737671320
3820, 1737671320
7840, 1737671321
40015, 1737671321
300, 1737671321
1380, 1737671321
6220, 1737671322
240, 1737671322
40016, 1737671322
1220, 1737671322
4260, 1737671322
520, 1737671323
380, 1737671323
40015, 1737671323
580, 1737671323
2360, 1737671323
4040, 1737671323
60, 1737671324
40016, 1737671324
6600, 1737671324
880, 1737671324
560, 1737671324
2780, 1737671324
1560, 1737671325
3080, 1737671325
40016, 1737671325
220, 1737671325
2520, 1737671325
900, 1737671325
8100, 1737671325
13780, 1737671326
200, 1737671326
3040, 1737671326
40016, 1737671326
4260, 1737671326
2000, 1737671326
820, 1737671326
11240, 1737671327
3580, 1737671327
40015, 1737671327
1860, 1737671327
1240, 1737671327
9220, 1737671327
260, 1737671328
480, 1737671328
40015, 1737671328
3700, 1737671328
3360, 1737671328
300, 1737671328
100, 1737671328
2400, 1737671328
3260, 1737671329
2200, 1737671329
40015, 1737671329
20, 1737671329
8260, 1737671329
2940, 1737671329
440, 1737671329
1560, 1737671330
40016, 1737671330
1480, 1737671330
1420, 1737671331
1180, 1737671331
860, 1737671331
40016, 1737671331
6960, 1737671331
4140, 1737671331
16180, 1737671331
140, 1737671331
1960, 1737671332
560, 1737671332
860, 1737671332
3520, 1737671332
40014, 1737671332
2260, 1737671332
300, 1737671333
720, 1737671333
40016, 1737671333
480, 1737671333
140, 1737671333
1720, 1737671333
1820, 1737671334
40016, 1737671334
1200, 1737671334
40, 1737671334
4820, 1737671334
1000, 1737671334
1040, 1737671335
1380, 1737671335
3100, 1737671335
20, 1737671335
40015, 1737671335
440, 1737671335
2140, 1737671335
700, 1737671335
820, 1737671335
7540, 1737671336
820, 1737671336
40015, 1737671336
5740, 1737671336
2680, 1737671336
1060, 1737671336
1360, 1737671336
40016, 1737671337
6240, 1737671337
1120, 1737671337
600, 1737671338
3020, 1737671338
3820, 1737671338
40016, 1737671338
1320, 1737671338
40016, 1737671339
3820, 1737671339
480, 1737671339
1040, 1737671339
260, 1737671340
11080, 1737671340
3840, 1737671340
40015, 1737671340
7320, 1737671341
40016, 1737671341
2200, 1737671341
3780, 1737671341
1680, 1737671341
5900, 1737671342
500, 1737671342
40016, 1737671342
760, 1737671342
140, 1737671343
0, 1737671343
3260, 1737671343
40016, 1737671343
300, 1737671344
1820, 1737671344
680, 1737671344
40016, 1737671344
440, 1737671344
240, 1737671344
2080, 1737671345
300, 1737671345
1340, 1737671345
1560, 1737671345
40016, 1737671345
9340, 1737671345
1580, 1737671345
1360, 1737671345
400, 1737671346
5020, 1737671346
2040, 1737671346
40015, 1737671346
3040, 1737671346
220, 1737671347
60, 1737671347
40016, 1737671347
980, 1737671347
1840, 1737671347
4120, 1737671347
3020, 1737671348
380, 1737671348
5640, 1737671348
1980, 1737671348
40015, 1737671348
1360, 1737671348
720, 1737671348
1060, 1737671348
120, 1737671348
1920, 1737671349
180, 1737671349
2320, 1737671349
440, 1737671349
40015, 1737671349
700, 1737671349
3560, 1737671349
340, 1737671349
2020, 1737671350
660, 1737671350
2360, 1737671350
540, 1737671350
40016, 1737671350
60, 1737671350
960, 1737671350
1260, 1737671351
4040, 1737671351
40016, 1737671351
5640, 1737671351
6260, 1737671352
280, 1737671352
40016, 1737671352
3060, 1737671353
220, 1737671353
40016, 1737671353
2300, 1737671353
3020, 1737671354
4620, 1737671354
3340, 1737671354
6780, 1737671354
40016, 1737671354
1420, 1737671354
980, 1737671354
1560, 1737671355
420, 1737671355
1820, 1737671355
940, 1737671355
1320, 1737671355
40015, 1737671355
1500, 1737671355
1100, 1737671355
2300, 1737671356
40015, 1737671356
1000, 1737671356
2540, 1737671357
340, 1737671357
40016, 1737671357
2440, 1737671357
6140, 1737671357
3880, 1737671357
5580, 1737671358
1120, 1737671358
40016, 1737671358
4020, 1737671358
60, 1737671358
720, 1737671359
